,Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Track
554,0 days 01:35:40.403000,20,0 days 00:01:38.374000,51,,,0 days 00:00:26.085000,0 days 00:00:29.627000,0 days 00:00:42.662000,0 days 01:34:28.114000,0 days 01:34:57.741000,0 days 01:35:40.403000,278,269,259,310,FALSE,MEDIUM,5,TRUE,2,0 days 01:34:02.029000,Haas F1 Team,MAG,1,TRUE,40:02.1,19.6,25.7,1018.2,FALSE,37,117,1.9,9
555,0 days 01:37:18.583000,20,0 days 00:01:38.180000,52,,,0 days 00:00:26.122000,0 days 00:00:29.420000,0 days 00:00:42.638000,0 days 01:36:06.525000,0 days 01:36:35.945000,0 days 01:37:18.583000,279,272,260,313,FALSE,MEDIUM,6,TRUE,2,0 days 01:35:40.403000,Haas F1 Team,MAG,1,TRUE,41:40.5,19.8,24.9,1018.1,FALSE,37,53,1.2,9
556,0 days 01:38:57.022000,20,0 days 00:01:38.439000,53,,,0 days 00:00:26.118000,0 days 00:00:29.525000,0 days 00:00:42.796000,0 days 01:37:44.701000,0 days 01:38:14.226000,0 days 01:38:57.022000,278,269,260,310,FALSE,MEDIUM,7,TRUE,2,0 days 01:37:18.583000,Haas F1 Team,MAG,1,TRUE,43:18.7,19.9,24.9,1018.1,FALSE,37,83,1.8,9
557,0 days 01:40:35.174000,20,0 days 00:01:38.152000,54,,,0 days 00:00:26.086000,0 days 00:00:29.364000,0 days 00:00:42.702000,0 days 01:39:23.108000,0 days 01:39:52.472000,0 days 01:40:35.174000,277,270,261,309,TRUE,MEDIUM,8,TRUE,2,0 days 01:38:57.022000,Haas F1 Team,MAG,1,TRUE,44:57.1,19.7,25.1,1018.1,FALSE,36.5,65,2.2,9
558,0 days 01:42:13.508000,20,0 days 00:01:38.334000,55,,,0 days 00:00:26.205000,0 days 00:00:29.381000,0 days 00:00:42.748000,0 days 01:41:01.379000,0 days 01:41:30.760000,0 days 01:42:13.508000,,269,261,,FALSE,MEDIUM,9,TRUE,2,0 days 01:40:35.174000,Haas F1 Team,MAG,1,TRUE,46:35.3,19.4,25.6,1018.1,FALSE,36.5,78,2.8,9
559,0 days 01:43:52.141000,20,0 days 00:01:38.633000,56,,,0 days 00:00:26.087000,0 days 00:00:29.557000,0 days 00:00:42.989000,0 days 01:42:39.595000,0 days 01:43:09.152000,0 days 01:43:52.141000,275,270,259,310,FALSE,MEDIUM,10,TRUE,2,0 days 01:42:13.508000,Haas F1 Team,MAG,1,TRUE,48:13.6,19.6,25.2,1018,FALSE,36.5,78,3.3,9
560,0 days 00:09:25.865000,31,,1,0 days 00:00:03.737000,,,0 days 00:00:33.581000,0 days 00:00:44.835000,,0 days 00:08:41.068000,0 days 00:09:26.182000,279,273,253,315,FALSE,,,,,0 days 00:07:35.940000,Force India,OCO,1,FALSE,13:36.1,19.6,23.4,1018.4,FALSE,38.6,48,3.1,9
561,0 days 00:11:08.150000,31,0 days 00:01:42.285000,2,,,0 days 00:00:27.023000,0 days 00:00:31.193000,0 days 00:00:44.069000,0 days 00:09:52.888000,0 days 00:10:24.081000,0 days 00:11:08.150000,275,264,255,327,FALSE,SOFT,1,TRUE,1,0 days 00:09:25.865000,Force India,OCO,1,TRUE,15:26.0,19.6,23.6,1018.3,FALSE,38.5,35,1.3,9
562,0 days 00:12:49.703000,31,0 days 00:01:41.553000,3,,,0 days 00:00:26.909000,0 days 00:00:30.977000,0 days 00:00:43.667000,0 days 00:11:35.059000,0 days 00:12:06.036000,0 days 00:12:49.703000,278,265,259,332,FALSE,SOFT,2,TRUE,1,0 days 00:11:08.150000,Force India,OCO,1,TRUE,17:08.3,19.6,23.5,1018.4,FALSE,38.2,96,1.7,9
563,0 days 00:14:31.031000,31,0 days 00:01:41.328000,4,,,0 days 00:00:26.822000,0 days 00:00:30.791000,0 days 00:00:43.715000,0 days 00:13:16.525000,0 days 00:13:47.316000,0 days 00:14:31.031000,270,261,259,339,FALSE,SOFT,3,TRUE,1,0 days 00:12:49.703000,Force India,OCO,1,TRUE,18:49.8,19.5,23.3,1018.3,FALSE,38,0,1.1,9
564,0 days 00:16:12.564000,31,0 days 00:01:41.533000,5,,,0 days 00:00:26.757000,0 days 00:00:31.221000,0 days 00:00:43.555000,0 days 00:14:57.788000,0 days 00:15:29.009000,0 days 00:16:12.564000,275,262,260,335,FALSE,SOFT,4,TRUE,1,0 days 00:14:31.031000,Force India,OCO,1,TRUE,20:31.1,19.8,22.9,1018.3,FALSE,38.1,241,1,9
565,0 days 00:17:53.131000,31,0 days 00:01:40.567000,6,,,0 days 00:00:26.612000,0 days 00:00:30.448000,0 days 00:00:43.507000,0 days 00:16:39.176000,0 days 00:17:09.624000,0 days 00:17:53.131000,269,258,254,317,FALSE,SOFT,5,TRUE,1,0 days 00:16:12.564000,Force India,OCO,1,TRUE,22:12.7,19.9,23.4,1018.4,FALSE,38,85,2.1,9
566,0 days 00:19:33.617000,31,0 days 00:01:40.486000,7,,,0 days 00:00:26.638000,0 days 00:00:30.425000,0 days 00:00:43.423000,0 days 00:18:19.769000,0 days 00:18:50.194000,0 days 00:19:33.617000,270,263,255,320,FALSE,SOFT,6,TRUE,1,0 days 00:17:53.131000,Force India,OCO,1,TRUE,23:53.2,20.2,21.8,1018.3,FALSE,37.9,252,1.7,9
567,0 days 00:21:14.458000,31,0 days 00:01:40.841000,8,,,0 days 00:00:26.789000,0 days 00:00:30.423000,0 days 00:00:43.629000,0 days 00:20:00.406000,0 days 00:20:30.829000,0 days 00:21:14.458000,266,266,255,312,FALSE,SOFT,7,TRUE,1,0 days 00:19:33.617000,Force India,OCO,1,TRUE,25:33.7,19.4,22.7,1018.3,FALSE,37.9,263,1.5,9
